clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida
9552,0,1,118,LÁZARO,25006.0,Culiacan,2091.0,,1
9553,0,1,26,ROSALES,25006.0,Culiacan,2091.0,,1
9554,0,1,481,Infonavit Jobori,25006.0,Culiacan,2091.0,,1
9557,0,1,129,Centro,25006.0,Culiacan,2091.0,,1
9558,0,1,26,INF.,25006.0,Culiacan,2091.0,,1
9560,0,1,62,PUEBLOS,25006.0,Culiacan,2091.0,,1
9563,0,1,65,AQUILES SERDAN,25006.0,Culiacan,2091.0,,1
9566,0,1,121,Montserrat,25006.0,Culiacan,2091.0,,1
9567,0,2,70,Bugambilias,25006.0,Culiacan,2091.0,,1
9568,0,1,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,2091.0,,1
9570,0,1,121,Humaya,25006.0,Culiacan,2091.0,,1
9576,0,1,25,VILLA,25006.0,Culiacan,2091.0,,1
9580,0,2,25,Olas,25006.0,Culiacan,2091.0,,1
9582,0,1,468,Infonavit Jobori,25006.0,Culiacan,2091.0,,1
9585,0,1,73,FRACC.,25006.0,Culiacan,2091.0,,1
9591,0,2,141,Infonavit Jobori,25006.0,Culiacan,2091.0,,1
9596,0,1,70,FRACC.,25006.0,Culiacan,2091.0,,1
9597,0,1,127,BARIOMETO,25018.0,Navolato,2091.0,,1
9602,0,1,144,Cuauhtemoc,25015.0,Guamuchil,2091.0,,1
9606,0,1,0,agricola,25002.0,Angostura,2091.0,,1
9607,0,2,65,DIAZ,25006.0,Culiacan,2091.0,,1
9617,0,1,163,4 de Marzo,25006.0,Culiacan,2091.0,,1
9619,0,2,129,Stanza Solare,25006.0,Culiacan,2091.0,,1
9622,0,2,98,Nuevo,25006.0,Culiacan,2091.0,,1
9623,0,2,65,LOMALINDA,25006.0,Culiacan,2091.0,,1
9630,0,1,26,LOMALINDA,25006.0,Culiacan,2091.0,,1
9636,0,1,107,21 DE MARZO,25006.0,Culiacan,2091.0,,1
9637,0,2,153,Bachigualato,25006.0,Culiacan,2091.0,,1
9638,0,1,107,Guadalupe,25006.0,Culiacan,2091.0,,1
9640,0,2,27,Guadalupe,25006.0,Culiacan,2091.0,,1
9643,0,2,107,Guadalupe,25006.0,Culiacan,2091.0,,1
9644,0,2,129,Canarias,25006.0,Culiacan,2091.0,,1
9645,0,1,71,FRACC.,25006.0,Culiacan,2091.0,,1
9646,0,2,63,Margaritas,25018.0,Navolato,2091.0,,1
9700,0,2,61,El Cid,25018.0,Navolato,2091.0,,1
9702,0,2,107,Bugambilias,25006.0,Culiacan,2091.0,,1
9708,0,2,424,Nuevo,25006.0,Culiacan,2091.0,,1
9709,0,2,166,Ejidal,25006.0,Culiacan,2091.0,,1
9715,0,2,45,Terranova Plus,25006.0,Culiacan,2091.0,,1
9721,0,1,10,Makarenco,25011.0,Guasave,2091.0,,1
9722,0,1,0,Montserrat,25006.0,Culiacan,2091.0,,1
9723,0,1,119,BUENOS AIRES,25006.0,Culiacan,2091.0,,1
9732,0,2,98,JORGE,25006.0,Culiacan,2093.0,,1
9734,0,2,124,IND.,25006.0,Culiacan,2093.0,,1
9735,0,2,107,FRACC.,25006.0,Culiacan,2093.0,,1
9736,0,2,107,INF.,25006.0,Culiacan,2093.0,,1
9737,0,1,107,SERVIDOR,25006.0,Culiacan,2093.0,,1
9739,0,1,117,Loma Linda,25006.0,Culiacan,2093.0,,1
9740,0,2,107,JORGE,25006.0,Culiacan,2093.0,,1
9741,0,1,107,San Miguel,25006.0,Culiacan,2093.0,,1
9742,0,1,97,Morelos,25006.0,Culiacan,2093.0,,1
9743,0,1,143,Centro,25002.0,Angostura,2093.0,,1
9744,0,2,107,FRACC.,25006.0,Culiacan,2093.0,,1
9745,0,1,78,Centro,25006.0,Culiacan,2093.0,,1
9746,0,1,33,Centro,25008.0,La Cruz,2093.0,,1
9747,0,1,26,Centro,25006.0,Culiacan,2093.0,,1
9748,0,1,121,FRACC.,25006.0,Culiacan,2093.0,,1
9749,0,1,107,San Rafael,25006.0,Culiacan,2093.0,,1
9750,0,1,92,FRACC.,25006.0,Culiacan,2093.0,,1
9752,0,1,91,RECURSOS,25006.0,Culiacan,2093.0,,1
9754,0,2,95,VICENTE,25006.0,Culiacan,2093.0,,1
9755,0,2,107,Industrial Bravo,25006.0,Culiacan,2093.0,,1
9756,0,1,27,FRACC.,25006.0,Culiacan,2093.0,,1
9757,0,2,117,Jardin,25006.0,Culiacan,2093.0,,1
9760,0,1,112,Cuauhtemoc,25006.0,Culiacan,2093.0,,1
9761,0,1,112,Centro,25015.0,Guamuchil,2093.0,,1
9762,0,1,25,PASEO,25006.0,Culiacan,2093.0,,1
9763,0,1,196,RECURSOS,25006.0,Culiacan,2093.0,,1
9764,0,1,113,Las Granjas,25006.0,Culiacan,2093.0,,1
9765,0,1,143,Labastida Ochoa,25002.0,Angostura,2093.0,,1
9766,0,2,153,Libertad,25006.0,Culiacan,2093.0,,1
9767,0,1,121,San Ignacio,25006.0,Culiacan,2093.0,,1
9768,0,2,424,Ferrocarrilera,25006.0,Culiacan,2093.0,,1
9769,0,2,107,Guadalupe,25006.0,Culiacan,2093.0,,1
9770,0,1,153,Grecia,25006.0,Culiacan,2093.0,,1
9771,0,2,107,FRACC.,25006.0,Culiacan,2093.0,,1
9772,0,1,153,Gabriel Leyva Velazquez,25006.0,Culiacan,2093.0,,1
9773,0,1,77,URBIQUINTA,25006.0,Culiacan,2093.0,,1
9774,0,1,153,San Rafael,25006.0,Culiacan,2093.0,,1
9776,0,1,107,Centro,25006.0,Culiacan,2093.0,,1
9777,0,1,98,Olas,25006.0,Culiacan,2093.0,,1
9778,0,1,14,Lomalinda,25011.0,Guasave,2093.0,,1
9779,0,2,94,Morelos,25006.0,Culiacan,2093.0,,1
9780,0,1,91,Montserrat,25006.0,Culiacan,2093.0,,1
9781,0,1,107,Acueducto,25006.0,Culiacan,2093.0,,1
9782,0,2,117,REAL,25006.0,Culiacan,2093.0,,1
9783,0,2,31,Centro,25006.0,Culiacan,2093.0,,1
9784,0,2,107,Plaza,25006.0,Culiacan,2093.0,,1
9785,0,1,92,Burocrata,25006.0,Culiacan,2093.0,,1
9786,0,1,97,El Walamo,25006.0,Culiacan,2093.0,,1
9787,0,1,87,VILLA,25006.0,Culiacan,2093.0,,1
9788,0,1,128,San Ignacio,25006.0,Culiacan,2093.0,,1
9789,0,1,20,RANCHO,25013.0,Mocorito,2093.0,,1
9790,0,1,77,BALCONES DE NUEVO CULIACAN,25006.0,Culiacan,2093.0,,1
9791,0,2,97,VILLA,25006.0,Culiacan,2093.0,,1
9793,0,2,98,Nuevo,25006.0,Culiacan,2093.0,,1
9794,0,2,131,FRACC.,25008.0,La Cruz,2093.0,,1
9796,0,2,65,San Rafael,25006.0,Culiacan,2093.0,,1
9798,0,1,153,Stase,25006.0,Culiacan,2093.0,,1
9799,0,2,107,Libertad,25006.0,Culiacan,2093.0,,1
9800,0,1,103,Altabrisa,25018.0,Navolato,2093.0,,1
9801,0,1,68,,25002.0,Angostura,2093.0,,1
9803,0,2,117,San Rafael,25006.0,Culiacan,2093.0,,1
9805,0,2,112,El Walamo,25015.0,Guamuchil,2093.0,,1
9806,0,2,107,Ferrocarrilera,25006.0,Culiacan,2093.0,,1
9807,0,1,82,Chapultepec,25006.0,Culiacan,2093.0,,1
9808,0,1,432,,25018.0,Navolato,2093.0,,1
9809,0,1,107,IND.,25006.0,Culiacan,2093.0,,1
9810,0,2,83,INF.,25006.0,Culiacan,2093.0,,1
9811,0,1,98,Infonavit Jobori,25006.0,Culiacan,2093.0,,1
9813,0,2,153,Humaya,25006.0,Culiacan,2093.0,,1
9814,0,2,97,Bugambilias,25006.0,Culiacan,2093.0,,1
9815,0,1,112,Fovissste Playa Azul,25015.0,Guamuchil,2093.0,,1
9818,0,1,98,Misiones 2000,25006.0,Culiacan,2093.0,,1
9819,0,2,107,Ejidal,25006.0,Culiacan,2093.0,,1
9820,0,2,112,Fovissste Playa Azul,25006.0,Culiacan,2093.0,,1
9821,0,1,107,El Walamo,25006.0,Culiacan,2093.0,,1
9822,0,2,117,Lazaro Cardenas,25006.0,Culiacan,2093.0,,1
9823,0,2,107,Teresita,25006.0,Culiacan,2093.0,,1
9824,0,1,514,Centro,25012.0,Mazatlan,2093.0,,1
9825,0,2,129,Centro,25006.0,Culiacan,2093.0,,1
9826,0,1,65,BUENOS AIRES,25006.0,Culiacan,2093.0,,1
9827,0,2,50,Centro,25016.0,San Ignacio,2093.0,,1
9828,0,2,123,DIAZ,25006.0,Culiacan,2093.0,,1
9830,0,1,117,21 DE MARZO,25006.0,Culiacan,2093.0,,1
9831,0,1,26,FRAC.los,25006.0,Culiacan,2093.0,,1
9832,0,2,20,CAMPO,25013.0,Mocorito,2093.0,,1
9834,0,1,117,BUENOS AIRES,25006.0,Culiacan,2093.0,,1
9835,0,1,70,Bugambilias,25006.0,Culiacan,2093.0,,1
9836,0,2,107,Emiliano Zapata,25006.0,Culiacan,2093.0,,1
9837,0,1,415,RES.,25006.0,Culiacan,2093.0,,1
9838,0,2,121,VILLA,25006.0,Culiacan,2093.0,,1
9840,0,1,22,Fovissste Playa Azul,25006.0,Culiacan,2093.0,,1
9842,0,1,153,Jardin,25006.0,Culiacan,2093.0,,1
9843,0,1,26,VILLA,25006.0,Culiacan,2093.0,,1
9844,0,1,29,Santa Natalia,25018.0,Navolato,2093.0,,1
9846,0,2,121,INF.,25006.0,Culiacan,2093.0,,1
9847,0,2,127,Azucarera,25018.0,Navolato,2093.0,,1
9848,0,1,424,El Walamo,25006.0,Culiacan,2093.0,,1
9852,0,1,117,FRACC.,25006.0,Culiacan,2093.0,,1
9853,0,1,153,FRACC.,25006.0,Culiacan,2093.0,,1
9854,0,1,65,Independencia,25006.0,Culiacan,2093.0,,1
9855,0,1,65,SALVADOR,25006.0,Culiacan,2093.0,,1
9856,0,1,153,INF.,25006.0,Culiacan,2093.0,,1
9857,0,1,14,Infonavit Jobori,25006.0,Culiacan,2093.0,,1
9858,0,2,117,21 DE MARZO,25006.0,Culiacan,2093.0,,1
9859,0,1,107,Los Angeles,25006.0,Culiacan,2093.0,,1
9860,0,1,153,El Walamo,25006.0,Culiacan,2093.0,,1
9862,0,1,45,Centro,25006.0,Culiacan,2093.0,,1
9863,0,1,153,INF.,25006.0,Culiacan,2093.0,,1
9866,0,2,107,Villa del Real,25006.0,Culiacan,2093.0,,1
9867,0,1,98,COUNTRY,25006.0,Culiacan,2093.0,,1
9868,0,1,92,Stase,25006.0,Culiacan,2093.0,,1
9869,0,2,127,Centro,25018.0,Navolato,2093.0,,1
9870,0,1,153,Campestre,25006.0,Culiacan,2093.0,,1
9871,0,1,107,Olas,25006.0,Culiacan,2093.0,,1
9873,0,2,94,Olas,25006.0,Culiacan,2093.0,,1
9874,0,1,92,Fovissste Playa Azul,25006.0,Culiacan,2093.0,,1
9875,0,1,477,Stanza Solare,25006.0,Culiacan,2093.0,,1
9876,0,1,129,Independencia,25006.0,Culiacan,2093.0,,1
9877,0,2,131,CELESTINO,25008.0,La Cruz,2093.0,,1
9878,0,1,71,INF.,25006.0,Culiacan,2093.0,,1
9879,0,1,95,Gabriel Leyva Velazquez,25006.0,Culiacan,2093.0,,1
9880,0,1,70,Ejidal,25006.0,Culiacan,2093.0,,1
9881,0,1,120,Guadalupe,25006.0,Culiacan,2093.0,,1
9882,0,1,26,INF.,25006.0,Culiacan,2093.0,,1
9883,0,2,107,La Sirena,25006.0,Culiacan,2093.0,,1
9884,0,1,153,Stase,25006.0,Culiacan,2093.0,,1
9885,0,1,65,Adolfo,25006.0,Culiacan,2093.0,,1
9886,0,1,26,Ejidal,25006.0,Culiacan,2093.0,,1
9887,0,1,117,SALVADOR,25006.0,Culiacan,2093.0,,1
9888,0,1,153,Canaco,25006.0,Culiacan,2093.0,,1
9889,0,1,107,PROL.,25006.0,Culiacan,2093.0,,1
9890,0,2,65,FELIPE,25006.0,Culiacan,2093.0,,1
9891,0,1,33,Centro,25008.0,La Cruz,2093.0,,1
9893,0,2,107,Emiliano Zapata,25006.0,Culiacan,2093.0,,1
9894,0,1,107,Olas,25006.0,Culiacan,2093.0,,1
9895,0,2,29,NAVOLATO,25018.0,Navolato,2093.0,,1
9896,0,1,127,Azucarera,25018.0,Navolato,2093.0,,1
9899,0,1,117,Santa Natalia,25006.0,Culiacan,2093.0,,1
9900,0,1,127,Centro,25018.0,Navolato,2093.0,,1
9901,0,1,333,Nuevo Horizonte,25006.0,Culiacan,2093.0,,1
9902,0,1,534,Universidad 94,25006.0,Culiacan,2093.0,,1
9903,0,1,107,Olas,25006.0,Culiacan,2093.0,,1
9904,0,1,153,Fovissste Playa Azul,25006.0,Culiacan,2093.0,,1
9905,0,1,107,PUEBLOS,25006.0,Culiacan,2093.0,,1
9906,0,1,28,VILLA,25006.0,Culiacan,2093.0,,1
9908,0,2,107,Los Angeles,25006.0,Culiacan,2093.0,,1
9909,0,1,153,INF.,25006.0,Culiacan,2093.0,,1
9910,0,1,107,Guadalupe,25006.0,Culiacan,2093.0,,1
9912,0,2,65,Los Angeles,25006.0,Culiacan,2093.0,,1
9913,0,2,26,Guadalupe,25006.0,Culiacan,2093.0,,1
9914,0,2,424,PRIV.,25006.0,Culiacan,2093.0,,1
9915,0,2,15,Centro,25017.0,Sinaloa de Leyva,2093.0,,1
9916,0,1,77,Montserrat,25006.0,Culiacan,2093.0,,1
9918,0,2,0,Stanza Solare,25006.0,Culiacan,2093.0,,1
9920,0,2,70,FELIPE,25006.0,Culiacan,2093.0,,1
9921,0,2,107,ROSALES,25006.0,Culiacan,2093.0,,1
9922,0,1,107,El Walamo,25006.0,Culiacan,2093.0,,1
9923,0,2,27,FRACC.,25006.0,Culiacan,2093.0,,1
9926,0,2,27,PLUTARCO,25006.0,Culiacan,2093.0,,1
9927,0,2,107,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2093.0,,1
9928,0,2,26,INF.,25006.0,Culiacan,2093.0,,1
9930,0,2,70,INF.,25006.0,Culiacan,2093.0,,1
9931,0,2,42,FRACC.,25006.0,Culiacan,2093.0,,1
9932,0,1,153,La Sirena,25006.0,Culiacan,2093.0,,1
9933,0,1,70,DIAZ,25006.0,Culiacan,2093.0,,1
9934,0,1,70,Stanza Solare,25018.0,Navolato,2093.0,,1
9935,0,2,107,HACIENDA,25006.0,Culiacan,2093.0,,1
9936,0,1,107,Las Granjas,25006.0,Culiacan,2093.0,,1
9937,0,1,117,Stanza Solare,25006.0,Culiacan,2093.0,,1
9938,0,1,22,VILLA,25006.0,Culiacan,2093.0,,1
9940,0,2,65,FELIPE,25006.0,Culiacan,2093.0,,1
9942,0,2,131,fracc.NAKAYAMA,25006.0,Culiacan,2093.0,,1
9944,0,1,107,El Walamo,25006.0,Culiacan,2093.0,,1
9945,0,1,24,La Higueras,25006.0,Culiacan,2093.0,,1
9946,0,2,28,CAFE,25018.0,Navolato,2093.0,,1
9950,0,2,26,El Walamo,25006.0,Culiacan,2093.0,,1
10136,0,1,163,21 DE MARZO,25006.0,Culiacan,2093.0,,1
10293,0,1,98,El Walamo,25006.0,Culiacan,2093.0,,1
10339,0,1,107,VILLA,25006.0,Culiacan,2093.0,,1
10455,0,1,0,sind.,25006.0,Culiacan,2093.0,,1
10456,0,2,83,LAGUNA,25006.0,Culiacan,2093.0,,1
10457,0,1,141,Centro,25013.0,Mocorito,2093.0,,1
10458,0,2,27,Canaco,25006.0,Culiacan,2093.0,,1
10460,0,2,107,Margaritas,25006.0,Culiacan,2093.0,,1
10461,0,1,0,Libertad,25006.0,Culiacan,2093.0,,1
10465,0,1,26,Montserrat,25006.0,Culiacan,2093.0,,1
10468,0,1,98,Guadalupe,25006.0,Culiacan,2093.0,,1
10473,0,1,26,Cascadas,25006.0,Culiacan,2093.0,,1
10474,0,2,117,Libertad,25006.0,Culiacan,2093.0,,1
10476,0,1,25,LOMALINDA,25006.0,Culiacan,2093.0,,1
10477,0,2,65,Libertad,25006.0,Culiacan,2093.0,,1
10479,0,2,153,Infonavit Jobori,25006.0,Culiacan,2093.0,,1
10484,0,1,27,JUNTAS,25006.0,Culiacan,2093.0,,1
10485,0,1,143,La Constancia,25002.0,Angostura,2093.0,,1
10486,0,1,97,San Rafael,25006.0,Culiacan,2093.0,,1
10487,0,1,0,BUENOS AIRES,25006.0,Culiacan,2093.0,,1
10488,0,1,0,Aguajito,25006.0,Culiacan,2093.0,,1
10490,0,2,0,Nuevo,25006.0,Culiacan,2093.0,,1
10491,0,1,0,Centro,25006.0,Culiacan,2093.0,,1
10493,0,1,0,campo,25006.0,Culiacan,2093.0,,1
10495,0,1,0,inf.,25006.0,Culiacan,2093.0,,1
10498,0,1,0,fdgdfg,25006.0,Culiacan,2093.0,,1
10499,0,1,0,Solidaridad,25006.0,Culiacan,2093.0,,1
10500,0,1,0,Estadio,25006.0,Culiacan,2093.0,,1
10503,0,1,0,Burocrata,25006.0,Culiacan,2093.0,,1
10504,0,1,0,Stanza Solare,25006.0,Culiacan,2093.0,,1
10509,0,1,0,Primavera,25006.0,Culiacan,2093.0,,1
10513,0,1,0,FDSFSDasd,25006.0,Culiacan,2093.0,,1
10516,0,1,0,San Miguel,25006.0,Culiacan,2093.0,,1
10518,0,1,0,San Ignacio,25006.0,Culiacan,2093.0,,1
10526,0,2,153,VILLA,25006.0,Culiacan,2093.0,,1
10527,0,1,117,SALVADOR,25006.0,Culiacan,2093.0,,1
10528,0,1,117,INF.,25006.0,Culiacan,2093.0,,1
10529,0,1,26,BARRANCOS,25006.0,Culiacan,2093.0,,1
10530,0,2,117,Margaritas,25006.0,Culiacan,2093.0,,1
10535,0,1,543,FRACC.,25006.0,Culiacan,2093.0,,1
10537,0,1,0,El Toro,25006.0,Culiacan,2093.0,,1
10540,0,1,0,Guadalupe,25013.0,Mocorito,2093.0,,1
10542,0,1,0,Guadalupe,25006.0,Culiacan,2093.0,,1
10544,0,1,0,Guadalupe,25006.0,Culiacan,2093.0,,1
10545,0,1,0,Guadalupe,25006.0,Culiacan,2093.0,,1
10546,0,1,0,Nuevo,25006.0,Culiacan,2093.0,,1
10548,0,1,0,Chula Vista,25006.0,Culiacan,2093.0,,1
10562,0,1,0,El Castillo,25006.0,Culiacan,2093.0,,1
10578,0,2,0,Colon,25006.0,Culiacan,2093.0,,1
10582,0,2,0,BUENOS AIRES,25006.0,Culiacan,2093.0,,1
10584,0,1,0,Stanza Solare,25006.0,Culiacan,2093.0,,1
10586,0,1,0,Infonavit Coca Cola,25006.0,Culiacan,2093.0,,1
10588,0,1,0,Pemex,25006.0,Culiacan,2093.0,,1
10589,0,1,0,Mazatlan Iii,25006.0,Culiacan,2093.0,,1
10590,0,1,0,diaz,25006.0,Culiacan,2093.0,,1
10591,0,1,0,CONOCIDA,25006.0,Culiacan,2093.0,,1
10593,0,1,70,COUNTRY,25006.0,Culiacan,2093.0,,1
10597,0,1,0,Emiliano Zapata,25006.0,Culiacan,2083.0,,1
10599,0,1,0,Libertad,25006.0,Culiacan,2093.0,,1
10601,0,1,0,Stanza Solare,25018.0,Navolato,2093.0,,1
10612,0,2,65,DIAZ,25006.0,Culiacan,2101.0,,1
10613,0,1,107,San Miguel,25006.0,Culiacan,2101.0,,1
10615,0,1,107,URBI,25006.0,Culiacan,2101.0,,1
10616,0,2,99,Las Granjas,25006.0,Culiacan,2101.0,,1
10617,0,1,522,Nuevo,25006.0,Culiacan,2101.0,,1
10618,0,1,117,AMP.,25006.0,Culiacan,2101.0,,1
10621,0,2,65,Independencia,25006.0,Culiacan,2101.0,,1
10622,0,1,65,Plutarco,25006.0,Culiacan,2101.0,,1
10624,0,2,432,San Ignacio,25018.0,Navolato,2101.0,,1
10625,0,1,107,Infonavit Jobori,25006.0,Culiacan,2101.0,,1
10626,0,2,87,Libertad,25006.0,Culiacan,2101.0,,1
10627,0,2,153,San Luis Ii,25006.0,Culiacan,2101.0,,1
10628,0,1,97,Chula Vista,25006.0,Culiacan,2101.0,,1
10629,0,1,118,VILLA,25006.0,Culiacan,2101.0,,1
10632,0,1,127,DAUTILLOS,25018.0,Navolato,2101.0,,1
10633,0,1,117,Pemex,25006.0,Culiacan,2101.0,,1
10634,0,1,27,Issstesin,25006.0,Culiacan,2101.0,,1
10635,0,1,432,DAUTILLOS,25018.0,Navolato,2101.0,,1
10636,0,1,27,INF.,25006.0,Culiacan,2101.0,,1
10637,0,1,23,PLUTARCO,25006.0,Culiacan,2101.0,,1
10638,0,2,18,VILLA,25006.0,Culiacan,2101.0,,1
10639,0,1,127,Alcanfores,25018.0,Navolato,2101.0,,1
10644,0,1,202,Primavera,25006.0,Culiacan,2101.0,,1
10645,0,1,120,Emiliano Zapata,25006.0,Culiacan,2101.0,,1
10646,0,1,121,Issstesin,25006.0,Culiacan,2101.0,,1
10647,0,1,89,FRACC.,25006.0,Culiacan,2101.0,,1
10648,0,1,526,Fovissste Playa Azul,25006.0,Culiacan,2101.0,,1
10649,0,1,116,Ampliacion Ahome,25018.0,Navolato,2101.0,,1
10651,0,2,121,Nuevo,25006.0,Culiacan,2101.0,,1
10652,0,1,634,San Miguel,25006.0,Culiacan,2101.0,,1
10653,0,1,107,Centro,25006.0,Culiacan,2101.0,,1
10654,0,1,117,Nuevo,25006.0,Culiacan,2101.0,,1
10656,0,1,153,Stase,25006.0,Culiacan,2101.0,,1
10657,0,1,107,Plaza,25006.0,Culiacan,2101.0,,1
10658,0,2,29,YEBAVITO,25018.0,Navolato,2101.0,,1
10659,0,2,118,SIMON,25006.0,Culiacan,2101.0,,1
10660,0,1,98,Infonavit Jobori,25006.0,Culiacan,2101.0,,1
10661,0,1,635,Infonavit Jobori,25006.0,Culiacan,2101.0,,1
10662,0,1,50,Plaza,25006.0,Culiacan,2101.0,,1
10665,0,1,0,Los Angeles,25006.0,Culiacan,2101.0,,1
10671,0,1,113,COLONIA AGRICOLA MÉXICO,25006.0,Culiacan,2101.0,,1
10688,0,1,615,Olas,25006.0,Culiacan,2101.0,,1
10708,0,1,121,Nuevo,25006.0,Culiacan,2101.0,,1
10726,0,1,120,Industrial Bravo,25006.0,Culiacan,2101.0,,1
10727,0,1,25,Emiliano Zapata,25006.0,Culiacan,2101.0,,1
10734,0,1,0,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2101.0,,1
10735,0,1,635,Morelos,25014.0,Rosario,2101.0,,1
10736,0,1,0,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2101.0,,1
10745,0,1,131,Miramar,25008.0,La Cruz,2101.0,,1
10746,0,1,0,Bachigualato,25006.0,Culiacan,2093.0,,1
10747,0,1,212,Los Angeles,25006.0,Culiacan,2101.0,,1
10751,0,1,360,Universidad 94,25006.0,Culiacan,2101.0,,1
10752,0,1,339,Chapultepec,25006.0,Culiacan,2101.0,,1
10757,0,1,636,Santa Natalia,25018.0,Navolato,2101.0,,1
10760,0,2,107,Universidad 94,25006.0,Culiacan,2101.0,,1
10767,0,1,665,La Higueras,25006.0,Culiacan,2103.0,,1
10768,0,1,0,,25006.0,Culiacan,2103.0,,1
10769,0,1,107,Guadalupe,25006.0,Culiacan,2103.0,,1
10770,0,2,113,Colonia Agricola Mexico,25002.0,Angostura,2103.0,,1
10771,0,2,82,Olas,25006.0,Culiacan,2103.0,,1
10772,0,2,626,BUENOS AIRES,25006.0,Culiacan,2103.0,,1
10773,0,1,33,Centro,25008.0,La Cruz,2103.0,,1
10774,0,1,70,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2103.0,,1
10776,0,2,153,Fovissste Playa Azul,25006.0,Culiacan,2103.0,,1
10777,0,1,112,Alhuey,25002.0,Angostura,2103.0,,1
10778,0,2,97,Stanza Solare,25006.0,Culiacan,2103.0,,1
10779,0,1,520,Popular,25006.0,Culiacan,2103.0,,1
10780,0,2,26,INF.,25006.0,Culiacan,2103.0,,1
10781,0,1,71,Bugambilias,25006.0,Culiacan,2103.0,,1
10783,0,1,65,Independencia,25006.0,Culiacan,2103.0,,1
10785,0,1,113,COLONIA AGRICOLA MÉXICO,25002.0,Angostura,2103.0,,1
10786,0,1,20,MAJADA,25013.0,Mocorito,2103.0,,1
10787,0,1,112,Juarez,25015.0,Guamuchil,2103.0,,1
10788,0,1,352,Tamazula,25006.0,Culiacan,2103.0,,1
10789,0,1,26,Fovissste Playa Azul,25006.0,Culiacan,2103.0,,1
10790,0,1,107,Emiliano Zapata,25006.0,Culiacan,2103.0,,1
10791,0,1,121,El Walamo,25006.0,Culiacan,2103.0,,1
10792,0,1,26,Guadalupe,25006.0,Culiacan,2103.0,,1
10793,0,1,13,,25017.0,Sinaloa de Leyva,2103.0,,1
10794,0,1,118,Conchas,25006.0,Culiacan,2103.0,,1
10795,0,2,153,FRACC.,25006.0,Culiacan,2103.0,,1
10796,0,2,26,Fovissste Playa Azul,25006.0,Culiacan,2103.0,,1
10798,0,1,127,Olas,25018.0,Navolato,2103.0,,1
10799,0,1,26,LOMALINDA,25006.0,Culiacan,2103.0,,1
10800,0,2,339,VILLA,25006.0,Culiacan,2103.0,,1
10801,0,2,107,Buenos Aires,25006.0,Culiacan,2103.0,,1
10802,0,2,127,Alcanfores,25018.0,Navolato,2103.0,,1
10805,0,2,16,BATURY,25002.0,Angostura,2103.0,,1
10807,0,1,360,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
10808,0,2,113,COLONIA AGRICOLA MÉXICO,25002.0,Angostura,2103.0,,1
10809,0,1,26,RECURSOS,25006.0,Culiacan,2103.0,,1
10811,0,1,112,Olas,25015.0,Guamuchil,2103.0,,1
10812,0,2,123,AMPL.,25006.0,Culiacan,2103.0,,1
10816,0,1,112,Angostura,25002.0,Angostura,2103.0,,1
10817,0,2,15,CUBIRI,25017.0,Sinaloa de Leyva,2103.0,,1
10818,0,1,153,Humaya,25006.0,Culiacan,2103.0,,1
10821,0,2,70,El Toro,25006.0,Culiacan,2103.0,,1
10822,0,2,112,FRACC.,25015.0,Guamuchil,2103.0,,1
10823,0,1,27,Esperanza,25006.0,Culiacan,2103.0,,1
10824,0,1,153,FRACC.,25006.0,Culiacan,2103.0,,1
10825,0,2,610,GUADALUPE VICTORIA,25006.0,Culiacan,2103.0,,1
10827,0,1,45,Villa del Real,25006.0,Culiacan,2103.0,,1
10828,0,1,133,juan,25011.0,Guasave,2103.0,,1
10829,0,1,153,Jardin,25006.0,Culiacan,2103.0,,1
10830,0,1,26,San Rafael,25006.0,Culiacan,2103.0,,1
10831,0,1,153,Cuauhtemoc,25006.0,Culiacan,2103.0,,1
10832,0,1,25,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
10833,0,1,25,FRACC.,25006.0,Culiacan,2103.0,,1
10834,0,1,107,El Walamo,25006.0,Culiacan,2103.0,,1
10836,0,1,71,LOMBARDO,25006.0,Culiacan,2103.0,,1
10837,0,1,27,Morelos,25006.0,Culiacan,2103.0,,1
10838,0,1,142,LEOPOLDO,25002.0,Angostura,2103.0,,1
10839,0,2,107,Bachigualato,25006.0,Culiacan,2103.0,,1
10841,0,1,121,Cuauhtemoc,25006.0,Culiacan,2103.0,,1
10843,0,1,107,GUADALUPE VICTORIA,25006.0,Culiacan,2103.0,,1
10844,0,2,153,FRACC.,25006.0,Culiacan,2103.0,,1
10845,0,1,79,Olas,25006.0,Culiacan,2103.0,,1
10847,0,2,26,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
10848,0,1,117,Rafael Buelna,25006.0,Culiacan,2103.0,,1
10849,0,2,70,Nuevo Culiacan,25006.0,Culiacan,2103.0,,1
10851,0,2,27,Ampliacion Ahome,25006.0,Culiacan,2103.0,,1
10855,0,2,107,Loma Linda,25006.0,Culiacan,2103.0,,1
