clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,causa_salida,clave,nombre,corto,periodo_act,anio_ingreso_periodo,promedio,promedio_pred,promedioxperiodo,alumnoEnRiesgoBajoRendimiento
10139,4,1,107,LIBERTAD,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,97.0,78.51816,81.46186281522714,Sin riesgo
10142,4,1,153,CHULAVISTA,25006.0,Culiacan,1,153,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,85.5,76.44729,74.01148412698413,Sin riesgo
10142,4,1,153,CHULAVISTA,25006.0,Culiacan,1,153,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,59.5,76.696625,74.01148412698413,Sin riesgo
10142,4,1,153,CHULAVISTA,25006.0,Culiacan,1,153,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,88.75,76.73721,83.45031746031745,Sin riesgo
10142,4,1,153,CHULAVISTA,25006.0,Culiacan,1,153,INGENIERIA ELECTRONICA,Electronica,verano,2010,75.0,80.22804,74.95833333333334,Sin riesgo
10145,4,1,18,CENTRO,25003.0,Badiraguato,1,18,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,69.83333333333333,76.73446,71.47320232426307,Sin riesgo
10145,4,1,18,CENTRO,25003.0,Badiraguato,1,18,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,58.333333333333336,77.37378,71.47320232426307,Sin riesgo
10145,4,1,18,CENTRO,25003.0,Badiraguato,1,18,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,86.25,78.069405,83.87653265306122,Sin riesgo
10146,4,1,118,VILLA DEL REAL,25006.0,Culiacan,1,118,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,50.833333333333336,70.02731,60.49796031746034,En riesgo
10146,4,1,118,VILLA DEL REAL,25006.0,Culiacan,1,118,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,68.0,72.57499,60.49796031746034,En riesgo
10146,4,1,118,VILLA DEL REAL,25006.0,Culiacan,1,118,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,80.0,73.39387,76.85867142857143,Sin riesgo
10147,4,1,156,COFRADIA,25018.0,Navolato,1,156,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,68.5,73.06158,57.625476190476185,En riesgo
10147,4,1,156,COFRADIA,25018.0,Navolato,1,156,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,42.5,73.127365,57.625476190476185,En riesgo
10147,4,1,156,COFRADIA,25018.0,Navolato,1,156,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,61.0,73.16795,65.54368253968254,En riesgo
10148,4,1,112,MILITAR,25015.0,Guamuchil,1,112,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,64.16666666666667,75.33903,77.70472549302552,Sin riesgo
10148,4,1,112,MILITAR,25015.0,Guamuchil,1,112,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,62.2,75.750656,77.70472549302552,Sin riesgo
10148,4,1,112,MILITAR,25015.0,Guamuchil,1,112,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,66.16666666666667,75.79376,78.42041968613397,Sin riesgo
10149,4,1,107,BUGAMBILIAS,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,85.0,80.00103,74.88427551020412,Sin riesgo
10149,4,1,107,BUGAMBILIAS,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,69.83333333333333,80.41266,74.88427551020412,Sin riesgo
10149,4,1,107,BUGAMBILIAS,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,89.83333333333333,80.45325,87.78928571428574,Sin riesgo
10150,4,1,130,CENTRO,25005.0,Cosala,1,130,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,68.0,76.13565,77.82398465608463,Sin riesgo
10150,4,1,130,CENTRO,25005.0,Cosala,1,130,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,75.6,76.93409,77.82398465608463,Sin riesgo
10150,4,1,130,CENTRO,25005.0,Cosala,1,130,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,68.0,76.97468,77.61225249433105,Sin riesgo
10151,4,1,117,MARGARITAS,25006.0,Culiacan,1,117,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,52.5,73.56708,65.39382539682538,En riesgo
10151,4,1,117,MARGARITAS,25006.0,Culiacan,1,117,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,70.33333333333333,75.099464,65.39382539682538,En riesgo
10151,4,1,117,MARGARITAS,25006.0,Culiacan,1,117,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,76.8,75.56055,76.30448042328042,Sin riesgo
10154,4,1,117,SAN FRANCISCO,25006.0,Culiacan,1,117,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,89.16666666666667,75.15987,79.4031193783069,Sin riesgo
10154,4,1,117,SAN FRANCISCO,25006.0,Culiacan,1,117,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,86.33333333333333,75.958305,79.4031193783069,Sin riesgo
10154,4,1,117,SAN FRANCISCO,25006.0,Culiacan,1,117,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,90.8,75.99889,87.30093348450498,Sin riesgo
10158,4,1,112,CAMPESTRE,25006.0,Culiacan,1,112,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,90.16666666666667,77.39542,70.81819867724866,Sin riesgo
10158,4,1,112,CAMPESTRE,25006.0,Culiacan,1,112,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,85.83333333333333,77.807045,70.81819867724866,Sin riesgo
10158,4,1,112,CAMPESTRE,25006.0,Culiacan,1,112,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,83.66666666666667,77.85015,83.05124444444444,Sin riesgo
10159,4,1,29,SAN RAFAEL,25018.0,Navolato,1,29,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,83.16666666666667,75.39122,72.91238095238094,Sin riesgo
10159,4,1,29,SAN RAFAEL,25018.0,Navolato,1,29,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,67.0,76.004654,72.91238095238094,Sin riesgo
10159,4,1,29,SAN RAFAEL,25018.0,Navolato,1,29,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,78.0,75.5662,77.79222222222222,Sin riesgo
10159,4,1,29,SAN RAFAEL,25018.0,Navolato,1,29,INGENIERIA ELECTRONICA,Electronica,verano,2010,80.0,79.53607,79.25555555555556,Sin riesgo
10160,4,2,95,MONTSERRAT,25006.0,Culiacan,1,95,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,88.33333333333333,81.93717,83.40977380952381,Sin riesgo
10160,4,2,95,MONTSERRAT,25006.0,Culiacan,1,95,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,80.16666666666667,82.152626,83.40977380952381,Sin riesgo
10160,4,2,95,MONTSERRAT,25006.0,Culiacan,1,95,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,97.5,83.39147,91.5928611111111,Sin riesgo
10162,4,1,127,VILLA DEL REAL,25018.0,Navolato,1,127,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,82.66666666666667,76.03597,80.43869841269843,Sin riesgo
10162,4,1,127,VILLA DEL REAL,25018.0,Navolato,1,127,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,80.0,76.4758,80.43869841269843,Sin riesgo
10162,4,1,127,VILLA DEL REAL,25018.0,Navolato,1,127,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,84.0,76.51639,82.34716666666667,Sin riesgo
10164,4,1,107,JARDIN,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,54.5,75.133675,63.402951020408175,En riesgo
10164,4,1,107,JARDIN,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,66.66666666666667,75.5453,63.402951020408175,En riesgo
10164,4,1,107,JARDIN,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,70.0,75.58841,69.80332222222222,En riesgo
10165,4,1,107,SANTA NATALIA,25018.0,Navolato,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,87.5,77.78848,82.83972712842707,Sin riesgo
10165,4,1,107,SANTA NATALIA,25018.0,Navolato,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,80.2,78.20011,82.83972712842707,Sin riesgo
10165,4,1,107,SANTA NATALIA,25018.0,Navolato,1,107,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,89.2,78.24322,85.7125904761904,Sin riesgo
10165,4,1,107,SANTA NATALIA,25018.0,Navolato,1,107,INGENIERIA ELECTRONICA,Electronica,verano,2010,75.0,81.49457,70.07666666666665,Sin riesgo
10167,4,1,70,LOS ANGELES,25006.0,Culiacan,1,70,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,76.33333333333333,69.80241,70.12089614512473,Sin riesgo
10167,4,1,70,LOS ANGELES,25006.0,Culiacan,1,70,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,64.0,70.38269,70.12089614512473,Sin riesgo
10167,4,1,70,LOS ANGELES,25006.0,Culiacan,1,70,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,46.0,70.4258,55.39233476946334,En riesgo
10168,4,1,116,CANARIAS,25006.0,Culiacan,1,116,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,68.0,75.15987,74.70157823129252,Sin riesgo
10168,4,1,116,CANARIAS,25006.0,Culiacan,1,116,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,82.14285714285714,75.958305,74.70157823129252,Sin riesgo
10168,4,1,116,CANARIAS,25006.0,Culiacan,1,116,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,89.16666666666667,75.99889,85.00195555555553,Sin riesgo
10170,4,1,79,INFONAVIT JOBORI,25006.0,Culiacan,1,79,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,86.83333333333333,75.58091,79.62373015873017,Sin riesgo
10170,4,1,79,INFONAVIT JOBORI,25006.0,Culiacan,1,79,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,74.28571428571429,75.99254,79.62373015873017,Sin riesgo
10170,4,1,79,INFONAVIT JOBORI,25006.0,Culiacan,1,79,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,90.5,76.035645,87.00802976190477,Sin riesgo
10170,4,1,79,INFONAVIT JOBORI,25006.0,Culiacan,1,79,INGENIERIA ELECTRONICA,Electronica,verano,2010,90.0,80.20296,85.72,Sin riesgo
10172,4,1,131,MIRAMAR,25008.0,La Cruz,1,131,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,55.0,70.965805,73.25726749361748,Sin riesgo
10172,4,1,131,MIRAMAR,25008.0,La Cruz,1,131,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,73.4,71.752625,73.25726749361748,Sin riesgo
10172,4,1,131,MIRAMAR,25008.0,La Cruz,1,131,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,80.25,74.26596,77.09005449735452,Sin riesgo
10175,4,1,62,LIBERTAD,25006.0,Culiacan,1,62,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,67.16666666666667,73.507286,67.59100793650794,En riesgo
10175,4,1,62,LIBERTAD,25006.0,Culiacan,1,62,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,67.0,74.12072,67.59100793650794,En riesgo
10175,4,1,62,LIBERTAD,25006.0,Culiacan,1,62,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,75.0,74.163826,73.29283673469389,Sin riesgo
10179,4,1,163,FRACC.,25006.0,Culiacan,1,163,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,90.5,75.33172,70.09855526325524,Sin riesgo
10179,4,1,163,FRACC.,25006.0,Culiacan,1,163,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,68.2,76.01873,70.09855526325524,Sin riesgo
10179,4,1,163,FRACC.,25006.0,Culiacan,1,163,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,90.8,76.05932,84.9031444444445,Sin riesgo
10180,4,1,107,STANZA SOLARE,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,86.66666666666667,76.80166,82.7431645021645,Sin riesgo
10180,4,1,107,STANZA SOLARE,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ago-dic,2010,77.42857142857143,77.21329,82.7431645021645,Sin riesgo
10180,4,1,107,STANZA SOLARE,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,85.0,77.25639,84.37586507936507,Sin riesgo
10180,4,1,107,STANZA SOLARE,25006.0,Culiacan,1,107,INGENIERIA ELECTRONICA,Electronica,verano,2010,80.0,81.69661,81.2975,Sin riesgo
10181,4,1,61,,25018.0,Navolato,1,61,INGENIERIA ELECTRONICA,Electronica,ago-dic,2009,65.0,74.993484,72.12166825396824,Sin riesgo
10181,4,1,61,,25018.0,Navolato,1,61,INGENIERIA ELECTRONICA,Electronica,ene-jun,2010,55.0,75.650024,77.73235396825396,Sin riesgo
10182,5,1,65,LIBERTAD,25006.0,Culiacan,1,65,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,59.166666666666664,73.507286,63.919492063492065,En riesgo
10182,5,1,65,LIBERTAD,25006.0,Culiacan,1,65,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,62.0,74.12072,63.919492063492065,En riesgo
10182,5,1,65,LIBERTAD,25006.0,Culiacan,1,65,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,58.0,74.163826,66.62150577200578,En riesgo
10183,5,1,169,JARDIN,25011.0,Guasave,1,169,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,77.16666666666667,78.29451,77.87581746031745,Sin riesgo
10183,5,1,169,JARDIN,25011.0,Guasave,1,169,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,79.8,78.822556,77.87581746031745,Sin riesgo
10183,5,1,169,JARDIN,25011.0,Guasave,1,169,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,83.75,79.52721,79.62599999999999,Sin riesgo
10184,5,2,107,SAN JOSE,25006.0,Culiacan,1,107,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,77.16666666666667,77.943825,79.77680158730155,Sin riesgo
10184,5,2,107,SAN JOSE,25006.0,Culiacan,1,107,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,85.4,82.59131,79.77680158730155,Sin riesgo
10184,5,2,107,SAN JOSE,25006.0,Culiacan,1,107,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,82.83333333333333,83.32962,82.51963492063496,Sin riesgo
10185,5,1,130,VILLA UNION,25005.0,Cosala,1,130,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,82.5,75.80715,83.12549642857142,Sin riesgo
10185,5,1,130,VILLA UNION,25005.0,Cosala,1,130,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,87.0,76.60559,83.12549642857142,Sin riesgo
10185,5,1,130,VILLA UNION,25005.0,Cosala,1,130,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,87.0,76.64618,85.06065079365081,Sin riesgo
10187,5,2,29,YAMAGUCHI,25018.0,Navolato,1,29,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,74.16666666666667,80.51266,78.06173015873013,Sin riesgo
10187,5,2,29,YAMAGUCHI,25018.0,Navolato,1,29,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,84.33333333333333,80.91137,78.06173015873013,Sin riesgo
10187,5,2,29,YAMAGUCHI,25018.0,Navolato,1,29,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,82.0,80.954475,77.00237301587303,Sin riesgo
10188,5,2,70,JARDIN,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,87.16666666666667,79.83638,86.98105555555556,Sin riesgo
10188,5,2,70,JARDIN,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,91.33333333333333,80.23509,86.98105555555556,Sin riesgo
10188,5,2,70,JARDIN,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,89.83333333333333,80.2782,77.81053968253973,Sin riesgo
10189,5,2,26,LIBERTAD,25006.0,Culiacan,1,26,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,77.16666666666667,82.2193,82.92712275132276,Sin riesgo
10189,5,2,26,LIBERTAD,25006.0,Culiacan,1,26,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,87.6,82.916306,82.92712275132276,Sin riesgo
10189,5,2,26,LIBERTAD,25006.0,Culiacan,1,26,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,84.83333333333333,82.95941,82.950598941799,Sin riesgo
10192,5,1,20,CASCADAS,25013.0,Mocorito,1,20,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,74.5,76.425644,70.44016666666667,Sin riesgo
10192,5,1,20,CASCADAS,25013.0,Mocorito,1,20,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,66.66666666666667,77.064964,70.44016666666667,Sin riesgo
10192,5,1,20,CASCADAS,25013.0,Mocorito,1,20,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,79.4,77.10807,80.52200000000002,Sin riesgo
10194,5,2,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,113,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,81.33333333333333,79.27542,73.18555301180301,Sin riesgo
10194,5,2,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,113,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,84.2,79.44262,73.18555301180301,Sin riesgo
10194,5,2,113,COLONIA AGRICOLA MEXICO,25002.0,Angostura,1,113,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,81.66666666666667,79.86452,81.85799999999999,Sin riesgo
10196,5,1,70,SAN LUIS II,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,77.5,75.007164,80.27186666666667,Sin riesgo
10196,5,1,70,SAN LUIS II,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,82.6,76.55705,80.27186666666667,Sin riesgo
10196,5,1,70,SAN LUIS II,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,82.66666666666667,76.60016,76.72024999999995,Sin riesgo
10207,5,2,153,SAN RAFAEL,25006.0,Culiacan,1,153,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,81.83333333333333,80.57632,82.42453095238096,Sin riesgo
10207,5,2,153,SAN RAFAEL,25006.0,Culiacan,1,153,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,83.0,81.24704,82.42453095238096,Sin riesgo
10207,5,2,153,SAN RAFAEL,25006.0,Culiacan,1,153,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,86.33333333333333,81.28763,84.72500000000004,Sin riesgo
10210,5,1,70,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,88.0,75.871635,81.77726984126984,Sin riesgo
10210,5,1,70,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,88.0,76.48507,81.77726984126984,Sin riesgo
10210,5,1,70,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,1,70,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,83.5,76.528175,76.02428333333333,Sin riesgo
10211,5,1,121,HUMAYA,25006.0,Culiacan,1,121,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,83.33333333333333,80.986946,83.72925714285715,Sin riesgo
10211,5,1,121,HUMAYA,25006.0,Culiacan,1,121,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,86.0,81.33736,83.72925714285715,Sin riesgo
10211,5,1,121,HUMAYA,25006.0,Culiacan,1,121,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,85.6,81.377945,84.52761111111107,Sin riesgo
10212,5,1,358,HUMAYA,25006.0,Culiacan,1,358,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2009,81.0,77.44314,76.56796825396822,Sin riesgo
10212,5,1,358,HUMAYA,25006.0,Culiacan,1,358,LICENCIATURA EN INFORMATICA,Informatica,ago-dic,2010,68.66666666666667,76.049934,76.56796825396822,Sin riesgo
10212,5,1,358,HUMAYA,25006.0,Culiacan,1,358,LICENCIATURA EN INFORMATICA,Informatica,ene-jun,2010,86.83333333333333,78.74264,83.39221587301591,Sin riesgo
10218,6,1,70,CAPISTRANO II,25006.0,Culiacan,1,70,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,74.5,74.357796,79.0591746031746,Sin riesgo
10218,6,1,70,CAPISTRANO II,25006.0,Culiacan,1,70,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,84.5,76.233246,79.0591746031746,Sin riesgo
10218,6,1,70,CAPISTRANO II,25006.0,Culiacan,1,70,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,43.0,72.23856,58.86846190476191,En riesgo
10219,6,1,156,CHULAVISTA,25018.0,Navolato,1,156,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,89.66666666666667,74.63545,64.94797222222222,En riesgo
10219,6,1,156,CHULAVISTA,25018.0,Navolato,1,156,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,88.16666666666667,75.41022,64.94797222222222,En riesgo
10219,6,1,156,CHULAVISTA,25018.0,Navolato,1,156,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,87.5,75.450806,68.6290119047619,En riesgo
10219,6,1,156,CHULAVISTA,25018.0,Navolato,1,156,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,verano,2010,100.0,81.6877,94.18409523809524,Sin riesgo
10220,6,2,129,SOLIDARIDAD,25006.0,Culiacan,1,129,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,85.5,80.94519,87.95191666666668,Sin riesgo
10220,6,2,129,SOLIDARIDAD,25006.0,Culiacan,1,129,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,94.0,82.25277,87.95191666666668,Sin riesgo
10220,6,2,129,SOLIDARIDAD,25006.0,Culiacan,1,129,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,56.6,82.29336,65.10569523809521,En riesgo
10223,6,1,60,21 DE MARZO,25006.0,Culiacan,1,60,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,47.0,73.80348,56.97309523809525,En riesgo
10223,6,1,60,21 DE MARZO,25006.0,Culiacan,1,60,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,45.2,74.843636,56.97309523809525,En riesgo
10223,6,1,60,21 DE MARZO,25006.0,Culiacan,1,60,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,79.0,74.88674,74.36014285714286,Sin riesgo
10225,6,2,65,FRACC.,25006.0,Culiacan,1,65,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,91.83333333333333,80.09947,80.76688888888889,Sin riesgo
10225,6,2,65,FRACC.,25006.0,Culiacan,1,65,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,98.33333333333333,80.924904,80.76688888888889,Sin riesgo
10225,6,2,65,FRACC.,25006.0,Culiacan,1,65,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,95.33333333333333,80.96801,89.64273650793653,Sin riesgo
10226,6,1,117,SAN MIGUEL,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,67.0,74.29107,88.1836049043549,Sin riesgo
10226,6,1,117,SAN MIGUEL,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,98.33333333333333,75.726364,88.1836049043549,Sin riesgo
10226,6,1,117,SAN MIGUEL,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,91.33333333333333,75.76695,88.36441111111112,Sin riesgo
10228,6,2,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,1,128,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,52.5,73.597244,51.80792142857143,En riesgo
10228,6,2,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,1,128,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,45.6,74.74108,51.80792142857143,En riesgo
10228,6,2,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,1,128,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,40.5,74.78167,64.09301746031745,En riesgo
10233,6,1,107,MORELOS,25006.0,Culiacan,1,107,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,61.2,77.99733,68.19736428571427,En riesgo
10233,6,1,107,MORELOS,25006.0,Culiacan,1,107,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,90.5,78.83568,68.19736428571427,En riesgo
10233,6,1,107,MORELOS,25006.0,Culiacan,1,107,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,62.25,78.878784,76.53830992063493,Sin riesgo
10235,6,1,117,EMILIANO ZAPATA,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,80.5,73.66701,72.66022341269843,Sin riesgo
10235,6,1,117,EMILIANO ZAPATA,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,88.6,75.1023,72.66022341269843,Sin riesgo
10235,6,1,117,EMILIANO ZAPATA,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,67.0,75.14289,70.12822834467119,Sin riesgo
10235,6,1,117,EMILIANO ZAPATA,25006.0,Culiacan,1,117,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,verano,2010,100.0,80.64665,83.07161904761904,Sin riesgo
10238,6,1,121,FRACC.,25006.0,Culiacan,1,121,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,89.16666666666667,74.31429,85.58701190476185,Sin riesgo
10238,6,1,121,FRACC.,25006.0,Culiacan,1,121,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,86.66666666666667,75.74959,85.58701190476185,Sin riesgo
10238,6,1,121,FRACC.,25006.0,Culiacan,1,121,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ene-jun,2010,86.75,75.79018,82.72556349206349,Sin riesgo
10239,6,1,26,FRACC.,25006.0,Culiacan,1,26,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2009,85.16666666666667,74.38804,84.90779126984125,Sin riesgo
10239,6,1,26,FRACC.,25006.0,Culiacan,1,26,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,ago-dic,2010,72.0,75.295715,84.90779126984125,Sin riesgo
