clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida,nombre,corto,ultimo_digito,periodo,anio_ingreso,riesgo_bajo_rendimiento,riesgo_predicho
11698,6,1,121,GABRIEL LEYVA VELAZQUEZ,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11700,6,2,153,SAN LUIS II,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11702,6,1,25,VICENTE,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11703,6,1,107,EL WALAMO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11704,6,1,163,PRODENSA,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11705,6,1,648,LA HIGUERAS,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11707,6,1,107,AGUAJITO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11709,6,1,22,LA HIGUERAS,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11711,6,1,117,INFONAVIT BARRANCOS,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11712,6,2,27,ACUEDUCTO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11713,6,1,153,VILLAS,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11714,6,1,26,FRACC.,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11715,6,1,107,LOS ANGELES,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11716,6,1,153,VILLAS,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11720,6,1,70,VILLA DEL REAL,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11722,6,1,117,LA HIGUERAS,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11724,6,1,153,RANCHO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11725,6,1,116,LA SIRENA,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11726,6,2,31,CENTRO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11727,6,1,153,NUEVO HORIZONTE,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11729,6,1,424,MONTSERRAT,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11730,6,2,153,SAN IGNACIO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11731,6,1,27,LOS ANGELES,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11734,6,1,107,SAN RAFAEL,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11783,6,1,127,LOS ANGELES,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11784,6,1,662,,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11785,6,2,127,,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11787,6,1,127,SANTA NATALIA,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11789,6,1,127,CHULAVISTA,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11790,6,1,156,VALLE VERDE,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11791,6,1,117,STANZA SOLARE,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11792,6,1,432,,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11793,6,1,156,RINCON DE NAVOLATO,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11794,6,1,662,4 DE MARZO,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11795,6,2,61,CENTRO,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11796,6,1,127,EJIDAL,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11797,6,2,127,LOS ANGELES,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11798,6,1,662,VILLA DEL REAL,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11799,6,2,127,EJIDAL,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11800,6,1,71,ANTONIO YAMAGUCHI,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11802,6,1,156,ALCANFORES,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11803,6,2,61,CENTRO,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11804,6,1,0,MARGARITAS,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11805,6,1,662,,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11806,6,1,662,MANUEL GOMEZ MORIN,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11807,6,1,467,INFONAVIT JOBORI,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11808,6,1,156,LIMONTITA,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11809,6,1,662,MARGARITAS,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11821,6,1,127,LOS ANGELES,25018.0,Navolato,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11822,6,1,529,SAN JOAQUIN,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11823,6,1,22,FRACC.,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11838,6,1,46,BACHIGUALATO,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11839,6,1,0,,25006.0,Culiacan,2103.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,3.0,ago-dic,2010,0,0
11900,6,1,154,HUMAYA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11902,6,2,70,AGUSTINA RAMIREZ,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11903,6,2,25,LA HIGUERAS,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11905,6,2,60,BUENOS AIRES,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11906,6,1,27,,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11907,6,1,594,EL WALAMO,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11908,6,1,678,ESPERANZA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11909,6,1,649,LA ESTANCIA PRIVADA 5,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11910,6,1,27,,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11911,6,1,26,NUEVO CULIACAN,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11912,6,2,352,INFONAVIT JOBORI,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11913,6,1,679,LOS MEZCALES,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11914,6,1,79,PRIMAVERA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11915,6,1,97,INFONAVIT JOBORI,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11916,6,1,623,ROSARIO UZARRAGA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11917,6,2,352,LA HIGUERAS,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11918,6,2,117,ANTONIO TOLEDO CORRO,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11919,6,1,141,MONTSERRAT,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11920,6,2,70,CAPISTRANO II,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11921,6,1,519,SANTA NATALIA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11922,6,1,71,SANTA NATALIA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11923,6,1,70,HUIZACHES,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11924,6,1,118,EMILIANO ZAPATA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11925,6,1,87,RIVERAS DE TAMAZULA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11926,6,1,30,CONSTITUCION,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11929,6,1,125,,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11930,6,1,694,AMPLIACION SAN PEDRO,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11931,6,1,27,SANTA NATALIA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11932,6,1,352,LAZARO CARDENAS,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11933,6,2,438,BELEM TORRES,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11935,6,1,695,LOS ANGELES,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11936,6,1,121,VILLA DE GUADALUPE,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11938,6,1,153,UNION DE COLONOS,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11939,6,1,24,EMILIANO ZAPATA,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11942,6,1,697,MIGUEL LEYSON,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11943,6,1,26,LAS GRANJAS,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11958,6,1,0,,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
11964,6,1,227,UNIVERSIDAD 94,25006.0,Culiacan,2111.0,,1,INGENIERIA EN SISTEMAS COMPUTACIONALES,Sistemas,1.0,ene-jun,2011,0,0
6971,7,1,124,INDUSTRIAL BRAVO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6974,7,1,71,ANDALUCIA,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6976,7,1,61,CENTRO,25018.0,Navolato,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6980,7,1,20,FRACC.,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6981,7,1,107,INDUSTRIAL BRAVO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6982,7,1,29,CENTRO,25018.0,Navolato,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6983,7,1,240,STANZA SOLARE,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6985,7,1,165,SAN FRANCISCO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6986,7,1,107,FRACC.,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6989,7,1,70,FRACC.LOS,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
6992,7,1,107,CENTRO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7000,7,1,46,FRACCIONAMIENTO CAMPESTRE,25018.0,Navolato,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7001,7,1,107,INDUSTRIAL BRAVO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7011,7,1,71,FRACC.,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7014,7,1,73,INFONAVIT JOBORI,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7015,7,1,151,MALPICA,25004.0,Concordia,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7017,7,1,153,PRADERA DORADA VII,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7021,7,1,26,HUMAYA,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7024,7,1,117,EMILIANO ZAPATA,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7027,7,1,73,SAN JOSE,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7028,7,1,117,BARRANCOS,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7029,7,1,107,COUNTRY,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7030,7,1,26,EL WALAMO,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7031,7,1,107,SAN RAFAEL,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7032,7,1,117,EJIDAL,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7035,7,1,153,INFONAVIT JOBORI,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7036,7,1,20,GUADALUPE,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7038,7,1,25,VICENTE,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7273,7,1,127,MI PUEBLITO,25018.0,Navolato,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7275,7,2,107,FRACC.,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7278,7,1,26,SAN MIGUEL,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7287,7,1,23,PLUTARCO ELIAS CALLES,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7323,7,1,408,VILLAS,25006.0,Culiacan,2063.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2006,0,0
7335,7,1,0,EL WALAMO,25012.0,Mazatlan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7342,7,1,77,FRACC.,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7348,7,1,0,SENDEROS,25002.0,Angostura,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7376,7,1,0,JARDIN,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7381,7,1,0,FRACC.,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7383,7,1,0,FRACC.,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7385,7,1,0,FRACC.,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7389,7,1,0,IND.EL,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7390,7,1,0,SANTA NATALIA,25006.0,Culiacan,2071.0,,1,INGENIERIA MECATRONICA,Mecatronica,1.0,ene-jun,2007,0,0
7509,7,1,107,PASEO DE LOS ARCOS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7690,7,1,70,STANZA SOLARE,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7691,7,1,333,CONCHAS,25014.0,Rosario,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7694,7,2,27,SALVADOR,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7695,7,1,107,SAN JOAQUIN,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7696,7,1,107,EL WALAMO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7702,7,1,31,EJIDAL,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7703,7,1,31,LOS ANGELES,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7704,7,1,121,4 DE MARZO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7710,7,1,117,TOLEDO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7711,7,1,107,FRACC.,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7713,7,1,107,STANZA SOLARE,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7714,7,1,118,CENTRO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7715,7,1,117,TOLEDO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7719,7,1,153,SAN JOAQUIN,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7720,7,1,153,LA SIRENA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7721,7,1,107,POPULAR,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7723,7,1,15,CENTRO,25017.0,Sinaloa de Leyva,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7725,7,2,121,LA SIRENA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7726,7,1,32,CENTRO,25005.0,Cosala,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7727,7,1,153,SAN MIGUEL,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7729,7,1,107,IND.EL,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7730,7,1,153,HUMAYA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7731,7,1,117,SAN RAFAEL,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7733,7,1,154,GUADALUPE,25011.0,Guasave,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7736,7,1,107,ESTADIO,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7737,7,1,112,SAN IGNACIO,25002.0,Angostura,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7739,7,1,156,C. DE AGUASCALIENTES,25018.0,Navolato,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7742,7,1,112,NUEVO HORIZONTE,25015.0,Guamuchil,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7743,7,1,105,RUBEN JARAMILLO,25001.0,Los Mochis,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7744,7,1,21,JUAREZ,25015.0,Guamuchil,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7745,7,1,107,VILLAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7750,7,1,70,PRIMAVERA,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7751,7,1,424,VILLAS,25006.0,Culiacan,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7754,7,1,243,CENTRO,25011.0,Guasave,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7757,7,1,154,CENTRO,25011.0,Guasave,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
7761,7,1,154,EJIDAL,25011.0,Guasave,2073.0,,1,INGENIERIA MECATRONICA,Mecatronica,3.0,ago-dic,2007,0,0
